idx,year,org_area_num,org_area_name,org_dirgen_num,org_dirgen_name,org_serv_num,org_serv_name,prog_num,prog_name,econ_num,descripcion,amount
380,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92300,Administración General Información Básica Y Estadística,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,51339.98
381,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92300,Administración General Información Básica Y Estadística,13000,RETRIBUCIONES BÁSICAS. LABORAL FIJO,70461.08
382,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92300,Administración General Información Básica Y Estadística,13002,OTRAS REMUNERACIONES. LABORAL FIJO,57738.63
383,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,10100,RETRIBUCIONES BÁSICAS. PERSONAL DIRECTIVO,152690.32
384,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12000,SUELDOS DEL GRUPO A1. PERSONAL FUNCIONARIO,372640.80
385,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12001,SUELDOS DEL GRUPO A2. PERSONAL FUNCIONARIO,161108.64
386,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12003,SUELDOS DEL GRUPO C1. PERSONAL FUNCIONARIO,155524.32
387,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,690336.00
388,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12005,SUELDOS DEL GRUPO E. PERSONAL FUNCIONARIO,6581.64
389,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12006,TRIENIOS. PERSONAL FUNCIONARIO,216711.84
390,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,660104.51
391,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,784438.08
392,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,1831458.54
393,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,199656.40
394,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,13000,RETRIBUCIONES BÁSICAS. LABORAL FIJO,1128918.88
395,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,13002,OTRAS REMUNERACIONES. LABORAL FIJO,1020970.24
396,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92400,Participación Ciudadana. Administración General,15000,PRODUCTIVIDAD,71196.00
397,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12003,SUELDOS DEL GRUPO C1. PERSONAL FUNCIONARIO,17280.48
398,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,14382.00
399,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12006,TRIENIOS. PERSONAL FUNCIONARIO,4104.36
400,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,15024.91
401,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,18276.60
402,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,39075.29
403,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,92500,Oficina Defensor Del Ciudadano,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,3206.93
404,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,10100,RETRIBUCIONES BÁSICAS. PERSONAL DIRECTIVO,72712.50
405,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12000,SUELDOS DEL GRUPO A1. PERSONAL FUNCIONARIO,26617.20
406,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,14382.00
407,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12006,TRIENIOS. PERSONAL FUNCIONARIO,2559.00
408,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,16083.44
409,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,26580.24
410,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93100,Hacienda Pública. Dirección Y Gestión Administrativa,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,32569.93
411,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12000,SUELDOS DEL GRUPO A1. PERSONAL FUNCIONARIO,186320.40
412,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12001,SUELDOS DEL GRUPO A2. PERSONAL FUNCIONARIO,11507.76
413,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12003,SUELDOS DEL GRUPO C1. PERSONAL FUNCIONARIO,86402.40
414,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,172584.00
415,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12006,TRIENIOS. PERSONAL FUNCIONARIO,102661.08
416,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,238924.20
417,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,285956.40
418,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,693951.72
419,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93101,Intervención,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,104772.95
420,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,10100,RETRIBUCIONES BÁSICAS. PERSONAL DIRECTIVO,245039.92
421,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12000,SUELDOS DEL GRUPO A1. PERSONAL FUNCIONARIO,53234.40
422,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12003,SUELDOS DEL GRUPO C1. PERSONAL FUNCIONARIO,8640.24
423,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,28764.00
424,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12006,TRIENIOS. PERSONAL FUNCIONARIO,9716.88
425,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,39159.26
426,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,49945.08
427,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,106452.27
428,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,4759.84
429,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93102,Consejo Económico Y Social Y Tea.,13000,RETRIBUCIONES BÁSICAS. LABORAL FIJO,60221.14
430,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12000,SUELDOS DEL GRUPO A1. PERSONAL FUNCIONARIO,53234.40
431,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12003,SUELDOS DEL GRUPO C1. PERSONAL FUNCIONARIO,34560.96
432,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12004,SUELDOS DEL GRUPO C2. PERSONAL FUNCIONARIO,86292.00
433,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12006,TRIENIOS. PERSONAL FUNCIONARIO,44503.80
434,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12009,OTRAS RETRIBUCIONES BÁSICAS. PERSONAL FUNCIONARIO,99909.01
435,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12100,COMPLEMENTO DE DESTINO. PERSONAL FUNCIONARIO,113794.08
436,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,301579.03
437,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección Gral. De Recursos Humanos,93400,Gestión De La Deuda Y La Tesorería,12103,OTROS COMPLEMENTOS. PERSONAL FUNCIONARIO,38779.05
438,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,13200,Seguridad Y Orden Público. Administración General,15103,ASISTENCIA A JUZGADOS POLICIA LOCAL,1000.00
439,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,21101,Pensiones - Jubilaciones,16103,PENSIONES EXCEPCIONALES,248318.56
440,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,21101,Pensiones - Jubilaciones,16105,PENSIONES A CARGO DE LA ENTIDAD,2814649.85
441,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,22101,Atenciones Sociales A Favor De Los Empleados,16000,SEGURIDAD SOCIAL,52641122.29
442,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,22101,Atenciones Sociales A Favor De Los Empleados,16204,"ACCIÓN SOCIAL DEL PERSONAL - AYUDAS ESCOLAR, FALLECIMIENTO, PRÓTESIS Y MINUSVALÍA",1603910.39
443,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,22101,Atenciones Sociales A Favor De Los Empleados,83000,ANTICIPOS AL PERSONAL FUNCIONARIO,601012.00
444,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,22101,Atenciones Sociales A Favor De Los Empleados,83001,ANTICIPOS AL PERSONAL LABORAL,601012.00
445,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,22699,OTROS GASTOS DIVERSOS,26650.00
446,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,45030.00
447,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3800.00
448,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23010,DIETAS DEL PERSONAL DIRECTIVO,3800.00
449,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23020,DIETAS DEL PERSONAL NO DIRECTIVO,72600.00
450,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23100,LOCOMOCIÓN DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,77920.00
451,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23110,LOCOMOCIÓN DEL PERSONAL DIRECTIVO,2000.00
452,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,5700.00
453,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92005,Gestión De Personal,48801,CONVENIO COLABORADORES SOCIALES,670000.00
454,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92094,Gratificaciones Del Personal,13001,HORAS EXTRAORDINARIAS. LABORAL FIJO,302442.94
455,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92094,Gratificaciones Del Personal,13104,HORAS EXTRAORDINARIAS. LABORAL TEMPORAL,50000.00
456,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92094,Gratificaciones Del Personal,15101,GRATIFICACIONES SERVICIOS EXTRA PERSONAL FUNCIONARIO,637800.00
457,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92094,Gratificaciones Del Personal,15102,TRABAJOS EN FESTIVOS,204724.88
458,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92095,Productividad,15000,PROGRAMAS DE PRODUCTIVIDAD PERSONAL FUNCIONARIO Y LABORAL,17579412.92
459,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92096,Sustituciones,12103,SUPERIOR CATEGORÍA Y SUSTITUCIONES PERSONAL FUNCIONARIO,483486.28
460,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92096,Sustituciones,13002,SUPERIOR CATEGORÍA. LABORAL FIJO,62491.12
461,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92096,Sustituciones,13102,SUSTITUCIÓN PERSONAL LABORAL,483928.54
462,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,13001,HORAS EXTRAORDINARIAS. LABORAL FIJO,33606.16
463,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO Y LABORAL,3977659.68
464,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,15101,GRATIFICACIONES SERVICIOS EXTRA P. FUNCIONARIO,284171.75
465,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,15102,TRABAJOS EN FESTIVOS,13157.33
466,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,16204,ACCIÓN SOCIAL DEL PERSONAL,264.51
467,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,23020,DIETAS DEL PERSONAL NO DIRECTIVO,16361.00
468,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92097,Atrasos Productividad Y Otros Incentivos,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,24779.57
469,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92098,Reestructuración Organizativa,12101,COMPLEMENTO ESPECÍFICO. PERSONAL FUNCIONARIO,430712.02
470,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92098,Reestructuración Organizativa,13002,OTRAS REMUNERACIONES. LABORAL FIJO,366954.30
471,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92098,Reestructuración Organizativa,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO Y LABORAL,723188.00
472,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92099,Otros Contratos De Personal,13103,CONTRATOS CAUSALES,120000.00
473,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20201,Servicio De Recursos Humanos,92099,Otros Contratos De Personal,14301,PERSONAL COLABORACIÓN SOCIAL,240000.00
474,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20202,Servicio De Desarrollo,92005,Gestión De Personal,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,109000.00
475,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20203,Servicio De Prevención De Riesgos Laborales,22102,Otras Prestaciones. Prevención De Riesgos Laborales,16209,OTROS GASTOS SOCIALES DEL PERSONAL-PREVENCION RIESGOS LABORALES FUNCIONARIOS Y LABORALES,20000.00
476,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20203,Servicio De Prevención De Riesgos Laborales,22102,Otras Prestaciones. Prevención De Riesgos Laborales,21600,MANTENIMIENTO EQUIPOS PARA PROCESOS DE INFORMACION,2000.00
477,2013,2,Hacienda Y Administración Pública,202,Dirección Gral. De Recursos Humanos,20203,Servicio De Prevención De Riesgos Laborales,22102,Otras Prestaciones. Prevención De Riesgos Laborales,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,61600.00
478,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20302,Servicio De Contratación,92011,Contratación,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",30000.00
479,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20302,Servicio De Contratación,92011,Contratación,22699,INDEMNIZACIONES POR RESPONSABILIDAD PATRIMONIAL,1000.00
480,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20302,Servicio De Contratación,92011,Contratación,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,26000.00
481,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20303,Servicio De Informática Y Metodología,49101,Desarrollo Y Producción Informática,21600,MANTENIMIENTO EQUIPOS PARA PROCESOS DE INFORMACION,632500.00
482,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20303,Servicio De Informática Y Metodología,49101,Desarrollo Y Producción Informática,22000,ORDINARIO NO INVENTARIABLE. MATERIAL DE OFICINA,21250.00
483,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20303,Servicio De Informática Y Metodología,49101,Desarrollo Y Producción Informática,22699,OTROS GASTOS DIVERSOS,5000.00
484,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20303,Servicio De Informática Y Metodología,49101,Desarrollo Y Producción Informática,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,253000.00
485,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20303,Servicio De Informática Y Metodología,49101,Desarrollo Y Producción Informática,64100,APLICACIONES INFORMÁTICAS Y LICENCIAS DE USO DE PROGRAMAS,980000.00
486,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20305,Servicio De Modernización Y Administración Electrónica,49101,Desarrollo Y Producción Informática,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,650000.00
487,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20305,Servicio De Modernización Y Administración Electrónica,49101,Desarrollo Y Producción Informática,62600,INVERSIÓN NUEVA EN EQUIPOS PARA PROCESOS DE INFORMACIÓN,450000.00
488,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20305,Servicio De Modernización Y Administración Electrónica,49101,Desarrollo Y Producción Informática,64100,APLICACIONES INFORMÁTICAS,10000.00
489,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20306,Servicio De Estadística,92301,Estadística,22705,PROCESOS ELECTORALES,210000.00
490,2013,2,Hacienda Y Administración Pública,203,Dirección Gral. De Administración Pública E Innovación,20306,Servicio De Estadística,92301,Estadística,22706,GESTIÓN CONTÍNUA DEL PADRÓN Y OTROS ESTUDIOS Y TRABAJOS TÉCNICOS,207386.29
491,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,13202,"Policía Local, Servicios Generales",20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,1013867.28
492,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,13202,"Policía Local, Servicios Generales",22104,VESTUARIO,800000.00
493,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,92003,Gobierno Interior,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",228110.47
494,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,92003,Gobierno Interior,21300,"CONSERVACIÓN MAQUINARIA, INSTALACIONES Y UTILLAJE",25000.00
495,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,92003,Gobierno Interior,21500,CONSERVACIÓN MOBILIARIO Y ENSERES,22000.00
496,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,92003,Gobierno Interior,22000,ORDINARIO NO INVENTARIABLE. MATERIAL DE OFICINA,100000.00
497,2013,2,Hacienda Y Administración Pública,204,Dirección Gral. De Régimen Interior,20401,Servicio De Gobierno Interior,92003,Gobierno Interior,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,80000.00
